source,target,Type,weight
183,476,Undirected,12
183,511,Undirected,11
183,543,Undirected,4
183,560,Undirected,13
183,562,Undirected,3
183,570,Undirected,4
183,590,Undirected,5
183,602,Undirected,3
183,746,Undirected,26
184,715,Undirected,3
185,258,Undirected,21
185,327,Undirected,16
185,354,Undirected,9
185,472,Undirected,16
185,542,Undirected,16
185,568,Undirected,23
185,632,Undirected,10
185,700,Undirected,12
185,761,Undirected,3
186,608,Undirected,3
186,744,Undirected,3
187,190,Undirected,5
187,259,Undirected,12
187,345,Undirected,4
187,360,Undirected,13
187,631,Undirected,6
188,360,Undirected,10
188,559,Undirected,8
188,673,Undirected,4
189,191,Undirected,3
189,224,Undirected,4
189,237,Undirected,3
189,242,Undirected,3
189,258,Undirected,13
189,293,Undirected,5
189,300,Undirected,4
189,317,Undirected,3
189,327,Undirected,11
189,333,Undirected,4
189,336,Undirected,33
189,338,Undirected,11
189,354,Undirected,41
189,357,Undirected,51
189,360,Undirected,65
189,368,Undirected,32
189,371,Undirected,5
189,411,Undirected,12
189,419,Undirected,19
189,421,Undirected,19
189,426,Undirected,12
189,448,Undirected,3
189,449,Undirected,3
189,484,Undirected,11
189,495,Undirected,3
189,538,Undirected,85
189,545,Undirected,4
189,552,Undirected,36
189,573,Undirected,4
189,578,Undirected,4
189,584,Undirected,38
189,588,Undirected,10
189,596,Undirected,4
189,598,Undirected,15
189,600,Undirected,46
189,602,Undirected,334
189,607,Undirected,7
189,617,Undirected,5
189,632,Undirected,14
189,633,Undirected,43
189,667,Undirected,32
189,683,Undirected,6
189,696,Undirected,31
189,705,Undirected,7
189,709,Undirected,15
189,716,Undirected,5
189,717,Undirected,3
189,719,Undirected,4
189,726,Undirected,40
189,729,Undirected,18
189,741,Undirected,4
189,742,Undirected,64
189,743,Undirected,12
189,768,Undirected,4
189,778,Undirected,3
189,780,Undirected,3
189,781,Undirected,4
190,202,Undirected,8
190,246,Undirected,3
190,259,Undirected,13
190,304,Undirected,4
190,338,Undirected,4
190,345,Undirected,9
190,360,Undirected,41
190,490,Undirected,3
190,523,Undirected,3
190,555,Undirected,5
190,631,Undirected,19
190,635,Undirected,3
190,757,Undirected,3
191,200,Undirected,3
191,204,Undirected,11
191,217,Undirected,3
191,313,Undirected,21
191,327,Undirected,4
191,336,Undirected,35
191,375,Undirected,4
191,414,Undirected,4
191,426,Undirected,5
191,449,Undirected,8
191,538,Undirected,4
191,600,Undirected,51
191,622,Undirected,19
191,628,Undirected,5
191,689,Undirected,3
191,710,Undirected,4
191,728,Undirected,3
191,729,Undirected,11
191,751,Undirected,13
192,554,Undirected,9
192,602,Undirected,3
192,648,Undirected,3
192,667,Undirected,6
193,336,Undirected,9
193,628,Undirected,5
193,754,Undirected,8
195,467,Undirected,3
195,502,Undirected,4
196,670,Undirected,3
197,258,Undirected,7
197,336,Undirected,4
197,510,Undirected,9
197,588,Undirected,13
197,726,Undirected,6
197,729,Undirected,3
198,442,Undirected,5
198,461,Undirected,18
198,633,Undirected,5
198,687,Undirected,3
199,510,Undirected,7
199,726,Undirected,4
200,336,Undirected,6
200,600,Undirected,9
200,617,Undirected,3
200,729,Undirected,3
200,751,Undirected,6
202,285,Undirected,3
202,308,Undirected,4
202,338,Undirected,4
202,360,Undirected,15
203,584,Undirected,3
203,599,Undirected,3
204,217,Undirected,3
204,238,Undirected,5
204,336,Undirected,8
204,628,Undirected,4
204,729,Undirected,3
206,285,Undirected,3
206,635,Undirected,3
207,426,Undirected,3
207,739,Undirected,3
209,263,Undirected,7
209,360,Undirected,4
209,675,Undirected,3
210,316,Undirected,4
210,322,Undirected,3
210,506,Undirected,4
210,563,Undirected,3
210,582,Undirected,6
210,608,Undirected,4
210,636,Undirected,3
210,696,Undirected,4
210,744,Undirected,50
213,567,Undirected,7
214,696,Undirected,6
215,365,Undirected,8
215,633,Undirected,3
216,511,Undirected,4
218,358,Undirected,4
221,307,Undirected,6
221,696,Undirected,3
222,360,Undirected,4
222,490,Undirected,5
223,256,Undirected,4
223,303,Undirected,12
223,586,Undirected,5
223,655,Undirected,12
224,336,Undirected,3
224,361,Undirected,4
224,596,Undirected,4
224,600,Undirected,5
224,604,Undirected,3
224,617,Undirected,3
225,726,Undirected,3
226,345,Undirected,4
226,758,Undirected,13
226,767,Undirected,12
227,240,Undirected,5
227,499,Undirected,5
227,508,Undirected,3
227,679,Undirected,8
227,725,Undirected,5
228,492,Undirected,5
229,354,Undirected,10
229,405,Undirected,3
229,411,Undirected,9
229,633,Undirected,5
229,726,Undirected,11
229,769,Undirected,3
230,336,Undirected,3
231,677,Undirected,3
232,277,Undirected,4
232,332,Undirected,4
232,360,Undirected,3
234,349,Undirected,3
234,677,Undirected,3
236,253,Undirected,3
236,360,Undirected,3
237,257,Undirected,3
237,293,Undirected,8
237,314,Undirected,53
237,339,Undirected,4
237,399,Undirected,9
237,409,Undirected,17
237,471,Undirected,3
237,602,Undirected,3
237,632,Undirected,5
237,699,Undirected,8
237,708,Undirected,10
237,773,Undirected,3
237,775,Undirected,3
237,790,Undirected,8
238,336,Undirected,7
238,729,Undirected,3
240,499,Undirected,9
241,693,Undirected,3
242,336,Undirected,4
242,406,Undirected,3
242,522,Undirected,3
242,602,Undirected,4
243,360,Undirected,5
243,579,Undirected,3
244,303,Undirected,4
244,468,Undirected,4
244,564,Undirected,49
244,691,Undirected,3
246,355,Undirected,3
246,360,Undirected,33
246,385,Undirected,7
246,439,Undirected,9
246,460,Undirected,3
246,464,Undirected,7
246,631,Undirected,84
246,657,Undirected,3
247,310,Undirected,6
247,426,Undirected,3
247,682,Undirected,4
249,360,Undirected,3
249,373,Undirected,3
249,439,Undirected,3
249,464,Undirected,3
249,667,Undirected,9
250,303,Undirected,5
250,383,Undirected,4
250,663,Undirected,6
251,755,Undirected,3
253,360,Undirected,3
254,744,Undirected,3
255,469,Undirected,3
256,558,Undirected,5
257,293,Undirected,4
257,399,Undirected,12
257,699,Undirected,3
257,708,Undirected,4
258,297,Undirected,3
258,327,Undirected,17
258,336,Undirected,15
258,354,Undirected,12
258,411,Undirected,10
258,449,Undirected,6
258,472,Undirected,16
258,510,Undirected,42
258,538,Undirected,3
258,542,Undirected,16
258,552,Undirected,6
258,567,Undirected,6
258,568,Undirected,25
258,600,Undirected,4
258,602,Undirected,4
258,632,Undirected,31
258,633,Undirected,5
258,700,Undirected,17
258,726,Undirected,30
258,729,Undirected,20
258,761,Undirected,5
259,279,Undirected,6
259,345,Undirected,13
259,360,Undirected,64
259,378,Undirected,5
259,526,Undirected,4
259,555,Undirected,63
259,631,Undirected,57
259,657,Undirected,3
259,706,Undirected,10
260,430,Undirected,9
260,601,Undirected,4
260,633,Undirected,3
261,303,Undirected,3
261,329,Undirected,4
261,366,Undirected,4
261,655,Undirected,6
263,342,Undirected,3
263,360,Undirected,5
264,274,Undirected,5
264,413,Undirected,5
265,538,Undirected,3
266,298,Undirected,4
266,351,Undirected,5
266,655,Undirected,3
267,661,Undirected,7
267,696,Undirected,3
268,464,Undirected,4
269,726,Undirected,7
270,584,Undirected,7
271,601,Undirected,3
271,693,Undirected,5
272,295,Undirected,6
272,330,Undirected,4
272,337,Undirected,4
272,354,Undirected,4
272,408,Undirected,5
272,428,Undirected,3
272,442,Undirected,5
272,516,Undirected,4
272,552,Undirected,12
272,567,Undirected,4
272,633,Undirected,3
272,688,Undirected,5
272,710,Undirected,4
272,726,Undirected,3
273,764,Undirected,4
274,413,Undirected,3
274,556,Undirected,3
274,720,Undirected,3
275,476,Undirected,3
275,560,Undirected,11
275,570,Undirected,3
276,738,Undirected,8
277,332,Undirected,3
277,360,Undirected,4
278,360,Undirected,4
279,360,Undirected,26
279,555,Undirected,8
279,575,Undirected,3
279,631,Undirected,6
279,706,Undirected,6
280,326,Undirected,3
280,358,Undirected,13
280,400,Undirected,4
280,543,Undirected,3
280,557,Undirected,5
280,613,Undirected,26
280,726,Undirected,54
280,785,Undirected,4
280,792,Undirected,5
282,419,Undirected,4
282,600,Undirected,13
282,696,Undirected,7
282,762,Undirected,3
283,354,Undirected,3
283,726,Undirected,5
284,607,Undirected,3
285,308,Undirected,5
285,360,Undirected,18
285,378,Undirected,3
285,398,Undirected,3
285,490,Undirected,3
285,620,Undirected,4
285,635,Undirected,11
285,662,Undirected,3
286,413,Undirected,3
287,342,Undirected,3
287,360,Undirected,7
287,439,Undirected,10
287,576,Undirected,5
287,675,Undirected,4
287,715,Undirected,4
287,738,Undirected,3
287,760,Undirected,3
289,744,Undirected,3
290,501,Undirected,5
291,601,Undirected,4
291,789,Undirected,3
292,358,Undirected,18
292,497,Undirected,4
293,321,Undirected,3
293,368,Undirected,4
293,399,Undirected,7
293,632,Undirected,3
294,696,Undirected,5
295,336,Undirected,3
295,516,Undirected,3
295,552,Undirected,12
295,667,Undirected,3
295,684,Undirected,3
295,710,Undirected,3
297,574,Undirected,3
297,604,Undirected,4
298,351,Undirected,8
299,368,Undirected,5
299,778,Undirected,3
300,354,Undirected,4
300,726,Undirected,4
301,354,Undirected,6
301,552,Undirected,3
301,726,Undirected,12
302,381,Undirected,5
302,432,Undirected,4
302,442,Undirected,11
302,520,Undirected,4
302,684,Undirected,4
302,710,Undirected,7
302,733,Undirected,6
303,329,Undirected,3
303,350,Undirected,3
303,383,Undirected,9
303,443,Undirected,5
303,477,Undirected,6
303,558,Undirected,3
303,564,Undirected,15
303,586,Undirected,13
303,655,Undirected,29
303,663,Undirected,5
303,668,Undirected,3
304,338,Undirected,4
304,360,Undirected,9
304,464,Undirected,3
304,490,Undirected,3
304,523,Undirected,3
304,526,Undirected,8
304,631,Undirected,3
305,309,Undirected,7
306,355,Undirected,38
306,419,Undirected,27
306,460,Undirected,59
306,501,Undirected,8
306,518,Undirected,16
306,598,Undirected,11
306,600,Undirected,5
306,607,Undirected,3
306,781,Undirected,3
307,348,Undirected,4
307,624,Undirected,3
307,696,Undirected,10
308,360,Undirected,4
309,354,Undirected,3
310,789,Undirected,3
311,340,Undirected,3
311,781,Undirected,5
312,336,Undirected,4
313,336,Undirected,4
313,414,Undirected,5
313,426,Undirected,9
313,600,Undirected,4
313,602,Undirected,3
313,689,Undirected,5
313,748,Undirected,7
314,399,Undirected,7
314,409,Undirected,28
314,459,Undirected,4
314,647,Undirected,3
314,708,Undirected,4
314,759,Undirected,4
314,775,Undirected,5
314,790,Undirected,8
315,361,Undirected,3
315,489,Undirected,3
315,573,Undirected,5
315,781,Undirected,5
316,608,Undirected,4
316,652,Undirected,4
316,744,Undirected,4
318,357,Undirected,3
320,336,Undirected,3
321,368,Undirected,5
321,419,Undirected,3
321,600,Undirected,3
321,607,Undirected,3
322,744,Undirected,4
323,399,Undirected,4
324,467,Undirected,9
324,541,Undirected,19
324,574,Undirected,5
324,632,Undirected,3
324,633,Undirected,3
326,329,Undirected,3
326,358,Undirected,6
326,366,Undirected,7
326,602,Undirected,6
326,613,Undirected,6
326,726,Undirected,30
326,746,Undirected,14
327,336,Undirected,30
327,348,Undirected,3
327,354,Undirected,26
327,411,Undirected,3
327,422,Undirected,6
327,472,Undirected,22
327,542,Undirected,8
327,568,Undirected,16
327,602,Undirected,4
327,632,Undirected,13
327,633,Undirected,18
327,700,Undirected,11
327,726,Undirected,6
327,742,Undirected,5
329,350,Undirected,56
329,351,Undirected,7
329,366,Undirected,7
329,477,Undirected,13
329,570,Undirected,5
329,655,Undirected,5
329,746,Undirected,5
330,338,Undirected,4
330,354,Undirected,7
330,393,Undirected,3
330,710,Undirected,6
330,726,Undirected,16
330,742,Undirected,4
331,399,Undirected,5
332,360,Undirected,3
332,699,Undirected,5
334,432,Undirected,3
335,341,Undirected,3
336,354,Undirected,45
336,357,Undirected,5
336,360,Undirected,3
336,363,Undirected,9
336,368,Undirected,4
336,370,Undirected,17
336,372,Undirected,3
336,375,Undirected,4
336,381,Undirected,13
336,393,Undirected,22
336,399,Undirected,6
336,407,Undirected,3
336,411,Undirected,37
336,422,Undirected,9
336,426,Undirected,9
336,428,Undirected,5
336,440,Undirected,4
336,442,Undirected,10
336,445,Undirected,6
336,462,Undirected,3
336,472,Undirected,9
336,510,Undirected,3
336,513,Undirected,3
336,519,Undirected,22
336,538,Undirected,11
336,540,Undirected,10
336,552,Undirected,10
336,567,Undirected,25
336,568,Undirected,3
336,584,Undirected,28
336,585,Undirected,3
336,588,Undirected,7
336,596,Undirected,7
336,600,Undirected,41
336,602,Undirected,69
336,606,Undirected,9
336,607,Undirected,3
336,615,Undirected,4
336,617,Undirected,17
336,619,Undirected,9
336,628,Undirected,13
336,632,Undirected,21
336,633,Undirected,23
336,643,Undirected,3
336,646,Undirected,4
336,649,Undirected,3
336,666,Undirected,3
336,667,Undirected,12
336,677,Undirected,4
336,684,Undirected,4
336,696,Undirected,4
336,699,Undirected,6
336,710,Undirected,36
336,726,Undirected,113
336,727,Undirected,3
336,728,Undirected,6
336,729,Undirected,51
336,734,Undirected,11
336,740,Undirected,22
336,742,Undirected,19
336,751,Undirected,5
336,754,Undirected,4
336,756,Undirected,18
336,778,Undirected,3
336,779,Undirected,3
336,795,Undirected,3
337,391,Undirected,3
337,687,Undirected,3
338,354,Undirected,14
338,360,Undirected,26
338,439,Undirected,6
338,523,Undirected,9
338,538,Undirected,8
338,552,Undirected,3
338,602,Undirected,4
338,631,Undirected,7
338,633,Undirected,3
338,667,Undirected,4
338,726,Undirected,31
338,742,Undirected,7
339,619,Undirected,16
339,761,Undirected,4
339,790,Undirected,3
340,587,Undirected,3
341,345,Undirected,14
341,360,Undirected,7
341,698,Undirected,3
342,360,Undirected,21
342,439,Undirected,8
342,576,Undirected,6
342,675,Undirected,16
342,737,Undirected,5
342,788,Undirected,6
343,345,Undirected,4
343,360,Undirected,4
343,698,Undirected,6
344,696,Undirected,4
344,728,Undirected,3
345,360,Undirected,174
345,366,Undirected,3
345,395,Undirected,3
345,439,Undirected,4
345,523,Undirected,3
345,525,Undirected,3
345,559,Undirected,21
345,602,Undirected,4
345,631,Undirected,51
345,657,Undirected,3
345,698,Undirected,19
345,726,Undirected,27
345,790,Undirected,3
346,462,Undirected,4
348,411,Undirected,4
348,484,Undirected,7
348,573,Undirected,12
348,602,Undirected,3
348,617,Undirected,3
348,624,Undirected,3
348,633,Undirected,27
348,665,Undirected,3
348,696,Undirected,24
349,414,Undirected,4
349,600,Undirected,24
349,751,Undirected,5
350,366,Undirected,9
350,477,Undirected,15
350,570,Undirected,5
350,655,Undirected,3
351,366,Undirected,11
351,476,Undirected,3
351,570,Undirected,10
352,729,Undirected,4
353,519,Undirected,3
353,567,Undirected,3
353,684,Undirected,4
354,360,Undirected,14
354,381,Undirected,11
354,393,Undirected,4
354,411,Undirected,18
354,428,Undirected,17
354,439,Undirected,5
354,440,Undirected,8
354,442,Undirected,56
354,464,Undirected,4
354,472,Undirected,34
354,484,Undirected,9
354,495,Undirected,17
354,499,Undirected,30
354,510,Undirected,8
354,513,Undirected,3
354,519,Undirected,18
354,535,Undirected,5
354,538,Undirected,39
354,542,Undirected,9
354,552,Undirected,19
354,567,Undirected,3
354,568,Undirected,9
354,584,Undirected,25
354,600,Undirected,49
354,602,Undirected,64
354,607,Undirected,9
354,632,Undirected,71
354,633,Undirected,222
354,640,Undirected,3
354,644,Undirected,3
354,648,Undirected,3
354,667,Undirected,45
354,700,Undirected,10
354,710,Undirected,77
354,726,Undirected,219
354,729,Undirected,37
354,742,Undirected,37
354,790,Undirected,3
355,419,Undirected,7
355,460,Undirected,73
355,518,Undirected,4
355,598,Undirected,5
355,631,Undirected,10
356,511,Undirected,3
357,426,Undirected,19
357,538,Undirected,7
357,552,Undirected,11
357,601,Undirected,3
357,602,Undirected,39
357,667,Undirected,13
357,726,Undirected,8
357,742,Undirected,5
358,400,Undirected,11
358,497,Undirected,9
358,507,Undirected,3
358,588,Undirected,7
358,602,Undirected,8
358,613,Undirected,12
358,726,Undirected,37
358,729,Undirected,4
358,742,Undirected,6
358,785,Undirected,9
359,456,Undirected,3
360,368,Undirected,3
360,378,Undirected,5
360,395,Undirected,4
360,398,Undirected,18
360,419,Undirected,10
360,434,Undirected,3
360,437,Undirected,5
360,439,Undirected,112
360,457,Undirected,3
360,464,Undirected,57
360,484,Undirected,4
360,490,Undirected,18
360,501,Undirected,4
360,503,Undirected,3
360,515,Undirected,6
360,523,Undirected,10
360,524,Undirected,5
360,525,Undirected,3
360,526,Undirected,17
360,534,Undirected,7
360,555,Undirected,77
360,559,Undirected,73
360,575,Undirected,8
360,576,Undirected,53
360,598,Undirected,16
360,600,Undirected,91
360,602,Undirected,29
360,607,Undirected,3
360,620,Undirected,6
360,627,Undirected,11
360,631,Undirected,228
360,633,Undirected,11
360,635,Undirected,48
360,640,Undirected,38
360,648,Undirected,4
360,653,Undirected,6
360,660,Undirected,3
360,662,Undirected,5
360,667,Undirected,91
360,673,Undirected,13
360,675,Undirected,40
360,696,Undirected,16
360,698,Undirected,4
360,706,Undirected,13
360,707,Undirected,4
360,712,Undirected,6
360,715,Undirected,73
360,724,Undirected,12
360,726,Undirected,56
360,731,Undirected,3
360,737,Undirected,48
360,738,Undirected,7
360,760,Undirected,3
360,765,Undirected,5
360,777,Undirected,11
360,788,Undirected,80
360,790,Undirected,6
360,794,Undirected,3
361,362,Undirected,4
361,431,Undirected,8
361,596,Undirected,14
361,600,Undirected,31
361,605,Undirected,3
361,617,Undirected,3
361,696,Undirected,5
361,729,Undirected,3
361,751,Undirected,4
361,762,Undirected,3
362,600,Undirected,5
363,728,Undirected,3
364,406,Undirected,3
364,522,Undirected,3
366,469,Undirected,9
366,476,Undirected,5
366,477,Undirected,3
366,505,Undirected,4
366,536,Undirected,9
366,543,Undirected,3
366,560,Undirected,7
366,570,Undirected,3
366,588,Undirected,14
366,602,Undirected,10
366,726,Undirected,27
366,746,Undirected,15
367,439,Undirected,6
367,464,Undirected,4
368,484,Undirected,3
368,538,Undirected,8
368,600,Undirected,9
368,602,Undirected,7
368,607,Undirected,5
368,633,Undirected,9
368,667,Undirected,3
368,696,Undirected,3
368,709,Undirected,5
368,743,Undirected,5
368,778,Undirected,6
369,419,Undirected,3
370,540,Undirected,6
373,595,Undirected,7
373,667,Undirected,10
374,488,Undirected,5
374,726,Undirected,6
375,449,Undirected,3
376,723,Undirected,3
376,726,Undirected,3
377,564,Undirected,3
378,526,Undirected,5
378,555,Undirected,3
378,635,Undirected,4
378,662,Undirected,4
379,633,Undirected,3
380,744,Undirected,12
381,393,Undirected,17
381,428,Undirected,5
381,552,Undirected,8
381,574,Undirected,6
381,615,Undirected,3
381,633,Undirected,5
381,667,Undirected,3
381,710,Undirected,20
381,726,Undirected,30
381,729,Undirected,32
381,742,Undirected,8
381,770,Undirected,3
382,629,Undirected,4
382,667,Undirected,3
383,663,Undirected,4
383,668,Undirected,3
384,749,Undirected,13
385,631,Undirected,8
386,790,Undirected,5
388,726,Undirected,5
390,696,Undirected,4
391,687,Undirected,3
392,544,Undirected,3
393,481,Undirected,11
393,519,Undirected,13
393,602,Undirected,7
393,633,Undirected,3
393,726,Undirected,18
393,742,Undirected,3
395,631,Undirected,3
395,657,Undirected,8
395,659,Undirected,3
397,460,Undirected,6
398,712,Undirected,4
398,715,Undirected,3
398,777,Undirected,9
399,632,Undirected,5
399,647,Undirected,3
399,689,Undirected,3
399,699,Undirected,13
399,708,Undirected,21
400,613,Undirected,5
400,726,Undirected,16
400,785,Undirected,5
400,792,Undirected,3
401,726,Undirected,4
402,531,Undirected,8
402,616,Undirected,3
402,631,Undirected,3
403,607,Undirected,5
404,781,Undirected,4
406,522,Undirected,3
408,644,Undirected,5
408,680,Undirected,3
408,688,Undirected,18
408,726,Undirected,8
408,742,Undirected,5
409,759,Undirected,7
409,775,Undirected,3
409,790,Undirected,13
410,744,Undirected,3
411,428,Undirected,9
411,442,Undirected,31
411,513,Undirected,5
411,519,Undirected,17
411,538,Undirected,5
411,584,Undirected,27
411,602,Undirected,7
411,607,Undirected,3
411,632,Undirected,4
411,633,Undirected,27
411,667,Undirected,4
411,710,Undirected,13
411,726,Undirected,21
411,769,Undirected,4
412,584,Undirected,3
413,664,Undirected,3
413,678,Undirected,3
413,696,Undirected,7
413,735,Undirected,3
413,764,Undirected,4
414,449,Undirected,3
414,470,Undirected,3
414,600,Undirected,12
414,617,Undirected,3
414,622,Undirected,4
414,751,Undirected,6
414,754,Undirected,3
415,494,Undirected,6
415,538,Undirected,8
415,601,Undirected,4
415,633,Undirected,9
416,582,Undirected,3
416,718,Undirected,3
418,656,Undirected,3
419,460,Undirected,4
419,501,Undirected,12
419,518,Undirected,28
419,596,Undirected,3
419,598,Undirected,21
419,600,Undirected,26
419,607,Undirected,21
419,696,Undirected,27
419,710,Undirected,3
419,726,Undirected,10
419,753,Undirected,4
420,667,Undirected,3
421,588,Undirected,4
421,602,Undirected,9
421,633,Undirected,4
423,425,Undirected,4
423,426,Undirected,3
423,538,Undirected,4
423,601,Undirected,6
425,538,Undirected,3
426,444,Undirected,15
426,456,Undirected,3
426,504,Undirected,12
426,538,Undirected,47
426,601,Undirected,23
426,602,Undirected,8
426,633,Undirected,41
426,667,Undirected,4
426,689,Undirected,3
426,726,Undirected,36
426,729,Undirected,4
426,739,Undirected,5
428,442,Undirected,11
428,456,Undirected,3
428,510,Undirected,15
428,513,Undirected,7
428,535,Undirected,10
428,552,Undirected,4
428,574,Undirected,8
428,584,Undirected,4
428,603,Undirected,3
428,633,Undirected,9
428,667,Undirected,12
428,710,Undirected,10
428,726,Undirected,18
428,729,Undirected,14
428,769,Undirected,4
430,494,Undirected,4
430,601,Undirected,7
430,633,Undirected,3
431,596,Undirected,3
431,600,Undirected,7
432,633,Undirected,4
432,710,Undirected,5
432,742,Undirected,3
435,462,Undirected,3
436,507,Undirected,7
437,503,Undirected,3
437,640,Undirected,5
438,698,Undirected,4
439,464,Undirected,6
439,555,Undirected,4
439,559,Undirected,13
439,573,Undirected,7
439,576,Undirected,12
439,624,Undirected,4
439,631,Undirected,10
439,665,Undirected,5
439,667,Undirected,16
439,675,Undirected,14
439,696,Undirected,9
439,698,Undirected,7
439,715,Undirected,32
439,737,Undirected,14
439,738,Undirected,9
439,788,Undirected,14
440,632,Undirected,5
440,633,Undirected,3
440,726,Undirected,19
440,742,Undirected,3
441,594,Undirected,4
442,461,Undirected,9
442,513,Undirected,7
442,516,Undirected,4
442,519,Undirected,8
442,520,Undirected,14
442,567,Undirected,6
442,584,Undirected,19
442,602,Undirected,5
442,633,Undirected,41
442,641,Undirected,3
442,684,Undirected,15
442,687,Undirected,3
442,710,Undirected,51
442,726,Undirected,10
442,742,Undirected,3
442,769,Undirected,8
444,538,Undirected,5
444,601,Undirected,3
444,607,Undirected,5
444,633,Undirected,12
444,726,Undirected,10
444,772,Undirected,4
447,667,Undirected,3
449,600,Undirected,3
449,729,Undirected,3
450,681,Undirected,4
451,729,Undirected,3
451,770,Undirected,3
452,600,Undirected,3
453,631,Undirected,6
454,667,Undirected,3
456,535,Undirected,8
456,574,Undirected,4
456,584,Undirected,8
456,667,Undirected,3
460,518,Undirected,6
460,598,Undirected,6
460,631,Undirected,5
461,633,Undirected,6
463,744,Undirected,3
464,576,Undirected,6
464,584,Undirected,4
464,629,Undirected,6
464,631,Undirected,7
464,640,Undirected,26
464,653,Undirected,3
464,667,Undirected,87
464,788,Undirected,3
465,487,Undirected,5
467,502,Undirected,4
467,541,Undirected,14
468,564,Undirected,14
468,691,Undirected,9
470,538,Undirected,3
472,519,Undirected,21
472,542,Undirected,8
472,568,Undirected,16
472,602,Undirected,3
472,632,Undirected,19
472,633,Undirected,8
472,683,Undirected,5
472,700,Undirected,11
472,726,Undirected,12
473,558,Undirected,3
474,518,Undirected,3
474,696,Undirected,4
475,558,Undirected,4
476,560,Undirected,9
477,564,Undirected,3
477,655,Undirected,6
478,638,Undirected,10
478,733,Undirected,12
479,531,Undirected,3
479,616,Undirected,7
480,667,Undirected,3
481,519,Undirected,12
482,609,Undirected,4
482,726,Undirected,7
482,744,Undirected,21
483,726,Undirected,20
484,499,Undirected,12
484,538,Undirected,3
484,602,Undirected,7
484,633,Undirected,47
486,726,Undirected,4
488,726,Undirected,5
489,667,Undirected,7
490,526,Undirected,3
490,635,Undirected,4
490,662,Undirected,3
491,715,Undirected,4
493,696,Undirected,3
494,498,Undirected,6
494,601,Undirected,9
495,632,Undirected,11
495,633,Undirected,10
498,601,Undirected,4
498,633,Undirected,3
499,600,Undirected,3
499,601,Undirected,4
499,602,Undirected,3
499,632,Undirected,4
499,633,Undirected,18
499,667,Undirected,3
499,679,Undirected,4
499,710,Undirected,36
499,722,Undirected,14
499,726,Undirected,21
500,756,Undirected,3
501,600,Undirected,4
503,534,Undirected,3
503,640,Undirected,8
504,538,Undirected,17
504,601,Undirected,7
504,633,Undirected,13
504,789,Undirected,3
505,536,Undirected,4
505,726,Undirected,8
505,787,Undirected,12
506,572,Undirected,3
506,608,Undirected,6
506,744,Undirected,11
508,509,Undirected,17
508,725,Undirected,13
509,725,Undirected,16
510,633,Undirected,3
510,725,Undirected,3
510,726,Undirected,41
510,729,Undirected,9
510,746,Undirected,4
512,564,Undirected,3
513,633,Undirected,12
513,726,Undirected,3
514,600,Undirected,12
514,628,Undirected,4
515,788,Undirected,3
516,538,Undirected,5
516,552,Undirected,5
516,667,Undirected,3
516,684,Undirected,4
516,710,Undirected,3
517,519,Undirected,4
517,520,Undirected,6
518,598,Undirected,8
518,600,Undirected,6
518,696,Undirected,4
519,520,Undirected,10
519,552,Undirected,3
519,567,Undirected,3
519,633,Undirected,8
519,710,Undirected,6
519,726,Undirected,18
520,667,Undirected,3
520,684,Undirected,3
520,710,Undirected,6
521,538,Undirected,4
521,633,Undirected,5
523,555,Undirected,3
523,760,Undirected,4
525,631,Undirected,3
525,698,Undirected,6
526,555,Undirected,4
526,602,Undirected,3
526,635,Undirected,4
526,662,Undirected,4
529,573,Undirected,3
529,696,Undirected,3
530,640,Undirected,3
530,648,Undirected,6
530,667,Undirected,6
531,566,Undirected,4
531,621,Undirected,9
531,755,Undirected,10
533,710,Undirected,4
534,640,Undirected,7
534,777,Undirected,3
535,631,Undirected,4
535,726,Undirected,4
536,676,Undirected,4
536,726,Undirected,59
536,787,Undirected,9
537,600,Undirected,6
537,762,Undirected,3
538,541,Undirected,4
538,552,Undirected,26
538,584,Undirected,17
538,600,Undirected,6
538,601,Undirected,26
538,602,Undirected,30
538,607,Undirected,7
538,617,Undirected,3
538,632,Undirected,3
538,633,Undirected,61
538,667,Undirected,8
538,682,Undirected,5
538,709,Undirected,4
538,726,Undirected,71
538,729,Undirected,5
538,742,Undirected,60
538,789,Undirected,15
539,628,Undirected,4
539,751,Undirected,4
540,567,Undirected,3
540,726,Undirected,3
541,633,Undirected,7
541,726,Undirected,40
541,729,Undirected,4
542,568,Undirected,17
542,632,Undirected,22
542,633,Undirected,3
542,700,Undirected,19
542,761,Undirected,3
548,630,Undirected,6
549,726,Undirected,3
550,552,Undirected,3
550,650,Undirected,3
551,783,Undirected,10
552,567,Undirected,10
552,584,Undirected,7
552,602,Undirected,29
552,633,Undirected,8
552,645,Undirected,4
552,667,Undirected,12
552,726,Undirected,33
552,729,Undirected,13
552,742,Undirected,35
552,751,Undirected,3
553,646,Undirected,8
553,701,Undirected,7
553,740,Undirected,3
554,648,Undirected,9
554,667,Undirected,15
555,575,Undirected,4
555,631,Undirected,29
555,635,Undirected,4
555,706,Undirected,12
556,720,Undirected,5
557,726,Undirected,6
559,569,Undirected,3
559,576,Undirected,10
559,631,Undirected,6
559,673,Undirected,6
559,698,Undirected,3
559,788,Undirected,5
560,562,Undirected,4
562,570,Undirected,6
563,744,Undirected,4
564,691,Undirected,14
564,722,Undirected,3
565,631,Undirected,4
565,784,Undirected,4
